claim,language,label,source,evidence,topic
ABP News Exit Poll shows INDI bloc leading with 353-383 seats in 2024 Lok Sabha Polls.,en,3,Newschecker,https://newschecker.in/election-watch/abp-news-report-on-exit-polls-showing-indi-bloc-in-lead-ai-generated-no-only-graphic-was-edited,India election 2024
India News and D-Dynamics exit polls predict that the I.N.D.I.A bloc will win 294 seats in the 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/this-graphic-showing-india-news-and-d-dynamics-exit-polls-predicting-that-the-i-n-d-i-a-bloc-will-win-294-seats-in-the-2024-lok-sabha-elections-is-fake/,India election 2024
Video shows ABP News exit poll predicting victory for I.N.D.I.A alliance in the Lok Sabha 2024 election,en,1,BOOM Fact Check,https://www.boomlive.in/fact-check/fact-check-abp-news-exit-poll-india-alliance-winning-sandeep-chaudhary-fake-news-25525,India election 2024
West Bengal chief minister and TMC supremo Mamata Banerjee frustrated after the 2024 Lok Sabha exit poll results.,en,1,Newschecker,https://newschecker.in/election-watch/old-video-of-mamata-banerjee-storming-assembly-premises-falsely-linked-to-2024-lok-sabha-polls,India election 2024
Various Satta Bazaars predict the INDIA bloc nearing a majority and the NDA falling short in the 2024 Lok Sabha elections in the graphic published by News24.,en,1,News Mobile,https://www.newsmobile.in/nm-fact-checker/fact-check-news24-graphic-claiming-betting-markets-predict-200-seats-for-india-bloc-is-fake/,India election 2024
Asaduddin Owaisi concedes defeat to the BJP in the 2024 Lok Sabha exit polls.,en,1,NewsMobile,https://www.newsmobile.in/nm-fact-checker/fact-check-video-of-asaduddin-owaisi-allegedly-conceding-defeat-to-bjp-is-clipped/,India election 2024
Photo shows 'Go Back Modi' graffiti in Tamil Nadu during the 2024 Lok Sabha elections.,en,1,BOOM Fact Check,https://www.boomlive.in/fact-check/go-back-modi-kolkata-west-bengal-caa-elections-2024-25508,India election 2024
ABP exit poll shows that Manoj Tiwari will not win in lok sabha 2024 elections,en,1,The Quint,https://www.thequint.com/news/webqoof/edited-exit-poll-manoj-tiwari-bjp-lok-sabha-election-2024-fact-check,India election 2024
This is a real News24 graphic which shows betting markets' predictions for the results of the 2024 Lok Sabha elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/news24-satta-bazaar-betting-market-2024-lok-sabha-elections-graphic-fact-check,India election 2024
There is a drop of 19.4 crore voters in the first five phases of the 2024 Lok Sabha elections compared to the 2019 polls.,en,1,FACTLY,https://factly.in/there-is-a-marginal-rise-in-voter-turnout-across-the-first-five-phases-of-the-2024-election-compared-to-the-2019/,India election 2024
"The video shows a mentally unstable person repeatedly chanting, ‘Is baar 400 paar’, the BJP’s 2024 Lok Sabha election slogan.",en,1,FACTLY,https://factly.in/a-scripted-video-of-a-man-repeatedly-chanting-is-baar-400-paar-is-falsely-shared-as-a-real-incident/,India election 2024
Video of booth captuing in North India by BJP poll agent in 2024 Lok Sabha Polls,en,2,News Mobile,https://www.newsmobile.in/nm-fact-checker/fact-check-this-video-does-not-show-booth-capturing-during-ongoing-lok-sabha-polls-heres-the-truth/,India election 2024
Video shows new Mahalaxmi scheme ad by Congress party for the Lok Sabha 2024 election,en,1,boomlive.in,https://www.boomlive.in/fact-check/fact-check-congress-mahalaxmi-scheme-ad-prega-news-ad-old-fake-news-25410,India election 2024
"Hrithik Roshan tweeted, hinting that he cast his vote for the Congress party in the 2024 Lok Sabha elections.",en,1,FACTLY,https://factly.in/no-hrithik-roshan-did-not-post-a-tweet-suggesting-that-he-cast-his-vote-for-congress/,India election 2024
Photo of Kanhaiya Kumar lying unconscious on a bed after a recent attack on him in Delhi during the 2024 Lok Sabha election campaign.,en,1,FACTLY,https://factly.in/an-old-photo-of-kanhaiya-kumar-is-being-shared-now-in-the-context-of-the-recent-attack-on-him/,India election 2024
"In Kaushambi, Deputy CM Keshav Prasad Maurya faced strong opposition and quickly left the guest house with Vinod Sonkar during the 2024 Lok Sabha election campaign.",en,2,FACTLY,https://factly.in/old-2022-videos-of-women-raising-slogans-against-ups-deputy-chief-minister-keshav-prasad-maurya-are-shared-as-recent/,India election 2024
Photo of AIMIM president Asaduddin Owaisi holding a portrait of Lord Ram after sensing defeat in the 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/this-photo-showing-aimim-chief-asaduddin-owaisi-holding-a-portrait-of-lord-ram-is-morphed/,India election 2024
This video of a man slapping Arvind Kejriwal was taken amid the 2024 Lok Sabha polls.,en,1,The Quint,https://www.thequint.com/news/webqoof/arvind-kejriwal-slapped-old-video-2024-lok-sabha-elections-fact-check,India election 2024
Video of farmers vandalising a public meeting stage of CM Nayab Singh Saini in Haryana during the 2024 Lok Sabha elections.,en,2,FACTLY,https://factly.in/a-video-from-2021-is-falsely-shared-as-a-recent-video-of-farmers-vandalising-the-stage-of-haryana-cms-public-meeting/,India election 2024
"Arvind Kejriwal was recently slapped by a man during a 2024 Lok Sabha election rally, following his release from jail.",en,2,FACTLY,https://factly.in/old-video-of-a-man-slapping-delhi-cm-kejriwal-is-shared-as-a-recent-attack-on-him-during-a-2024-lok-sabha-election-rally/,India election 2024
Visuals of Akhilesh Yadav recently meeting the Prime Minister during the 2024 Lok Sabha elections.,en,2,FACTLY,https://factly.in/old-video-of-akhilesh-yadav-meeting-pm-modi-is-being-shared-as-a-recent-meeting-in-the-context-of-2024-lok-sabha-elections/,India election 2024
A video showing Indian army officials being accused of canvassing for BJP and casting proxy votes in the party's favour during 2024 Lok Sabha elections.,en,1,Alt News,https://www.altnews.in/army-men-stopped-from-voting-in-jabalpur-in-2019-video-falsely-viral/,India election 2024
"Video showing rigging by AIMIM in Hyderabad’s Bahadurpura during the May 13, 2024 Lok Sabha polling.",en,1,DigitEye India,https://digiteye.in/video-clip-claims-aimim-person-rigging-at-bahadurpura-polling-booth-in-hyderabad-fact-check/,India election 2024
The video is recent and shows voting fraud in Hyderabad's Bahadurpur during Lok Sabha Elections 2024.,en,1,The Quint,https://www.thequint.com/news/webqoof/voting-fraud-bahadurpura-hyderabad-lok-sabha-elections-2024-viral-video-fact-check,India election 2024
Video showing rigging by AIMIM in Hyderabad’s Bahadurpura during the recently held 2024 Lok Sabha elections.,en,2,FACTLY,https://factly.in/video-from-2022-west-bengal-municipal-elections-is-being-shared-as-evidence-of-rigging-in-the-recently-held-2024-lok-sabha-elections-in-hyderabad-by-aimim/,India election 2024
PM Modi endorsed the AIMIM party in Telangana while campaigning for the 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/modi-did-not-endorse-the-aimim-during-his-campaign-for-the-2024-lok-sabha-elections-in-telangana/,India election 2024
"Fact check: As Hyderabad Votes For 2024 Lok Sabha Polls, Old Video Of Voter Reprimanding Chiranjeevi For Jumping Queue Revived",en,1,Lighthouse Journalism,https://www.lighthousejournalism.com/politics/fact-check-as-hyderabad-votes-for-2024-lok-sabha-polls-old-video-of-voter-reprimanding-chiranjeevi-for-jumping-queue-revived-2054/,India election 2024
Fake fingers used for voter fraud in Indian election 2024,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.34QM3AD,India election 2024
Rahul Gandhi visited a temple in Ayodhya after filing his nomination for the 2024 Lok Sabha Elections.,en,1,Alt News,https://www.altnews.in/old-video-from-jharkhand-peddled-as-rahul-gandhi-heckled-with-modi-slogans-in-ayodhya/,India election 2024
"Before the LOk Sabha Election 2024 Kalyan Banerjee, the TMC candidate from the Sreerampore Loksabha constituency, West Bengal became emotional.",en,2,Newschecker,https://newschecker.in/election-watch/fact-check-old-emotional-video-of-tmcs-kalyan-banerjee-passed-off-as-recent,India election 2024
"There were only 90 voters at a booth in the Dima Hasao district of Assam, but 171 votes were cast in EVM in 2024 Lok Sabha elections",en,1,DigitEye India,https://digiteye.in/old-assam-incident-of-recording-171-votes-while-90-voters-exist-in-list-resurfaces-in-2024-ls-elections-fact-check/,India election 2024
The video shows the BJP using the Indian army personnel to cast fake votes in the 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/an-old-video-falsely-accusing-the-bjp-of-using-the-army-to-obtain-proxy-votes-is-shared-as-recent/,India election 2024
The video shows Rahul Gandhi recently visiting Ayodhya after filing nominations for the 2024 Lok Sabha Elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/crowd-chanting-modi-modi-jai-shree-ram-slogans-rahul-gandhi-ayodhya-viral-video-fact-check,India election 2024
Video shows Army men asking people to vote for BJP during Lok Sabha 2024 elections,en,1,BOOM Fact Check,https://www.boomlive.in/fact-check/factcheck-viral-video-army-men-forcing-people-to-vote-bjp-jabalpur-mp-2019-video-fake-news-25195,India election 2024
The video shows people destroying EVMs found in a BJP leader's car during the 2024 Lok Sabha Elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/people-destroying-evms-found-in-bjp-leader-car-2024-lok-sabha-elections-viral-video-fact-check,India election 2024
Photo shows President Murmu along with PM Modi when he was filing his nomination for the 2024 Lok Sabha elections,en,1,BOOM Fact Check,https://www.boomlive.in/fact-check/fact-check-picture-of-president-draupadi-murmus-nomination-viral-false-claim-pm-modis-nomination-25188,India election 2024
"In the ongoing 2024 Lok Sabha Elections, 171 votes were cast at a polling booth in Assam’s Dima Hasao district, where there were only 90 voters.",en,2,FACTLY,https://factly.in/voting-irregularity-incident-from-assams-2021-assembly-elections-falsely-linked-to-ongoing-2024-lok-sabha-polls/,India election 2024
About 171 votes were cast in Assam's Dima Hasao during the 2024 Lok Sabha Elections where only 90 voters were registered.,en,1,The Quint,https://www.thequint.com/news/webqoof/171-votes-cast-90-voters-in-assam-dimao-hasao-2024-lok-sabha-elections-viral-post-fact-check,India election 2024
"Video shows an anti-Modi ad with the slogan 'Modi Hatao, Desh Bachao' during the 2024 Lok Sabha polls.",en,1,Boom Live,https://www.boomlive.in/fact-check/ceat-tyres-ad-modi-hatao-desh-bachao-fact-check-25158,India election 2024
Video shows a Muslim man saying that he would convert Hindus to Islam which is linked to the Congress party and 2024 Lok Sabha elections,en,1,Boom Live,https://www.boomlive.in/fact-check/factcheck-hate-speech-bangladesh-muslim-cleric-video-2021-indian-election-2024-congress-fake-news-25162,India election 2024
Rahul Gandhi said Narendra Modi will win 2024 election,en,1,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.34RQ3MZ,India election 2024
Police officer catches a burqa-clad Muslim man for casting fake votes during the 2024 Lok Sabha elections.,en,1,Newschecker,https://newschecker.in/election-watch/vote-jihad-viral-video-of-police-officer-catching-man-wearing-burqa-falsely-linked-to-2024-ls-polls,India election 2024
Prosthetic or artificial fingers being made to cast fake votes in the ongoing 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/these-images-of-prosthetic-fingers-are-from-japan-and-are-not-related-to-the-2024-lok-sabha-elections/,India election 2024
This video shows a policeman catching a man wearing a burqa during 2024 Lok Sabha Elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/policeman-catching-man-wearing-burqa-2024-lok-sabha-elections-viral-video-pakistan-fact-check,India election 2024
"Video shows PM Modi's supporter, Acharya Pramod Krishnam, calling to end reservation during the 2024 Lok sabha elections.",en,2,BOOM Fact Check,https://www.boomlive.in/fact-check/acharya-pramod-krishnam-anti-caste-comment-reservation-congress-bjp-fact-check-25102,India election 2024
Video showing a mob attacking a BJP leader amid the ongoing 2024 Lok Sabha Elections.,en,2,FACTLY,https://factly.in/2019-video-of-a-mob-attacking-a-bjp-leader-in-west-bengal-shared-as-a-recent-incident-amidst-the-2024-lok-sabha-elections/,India election 2024
EVM tampering in Indian elections 2024,en,2,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.34PY6A2,India election 2024
Photos show fake fingers being used for voting during the 2024 Lok Sabha elections.,en,1,Boom Live,https://www.boomlive.in/fact-check/fake-fingers-voting-lok-sabha-election-2024-fraud-old-photo-fact-check-25085,India election 2024
This video shows voting fraud during 2024 Lok Sabha Elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/polling-agent-women-casting-vote-evm-2024-lok-sabha-elections-voting-fraud-viral-video-fact-check,India election 2024
The video shows BJP giving 'cash for votes' during the 2024 Lok Sabha Elections.,en,1,The Quint,https://www.thequint.com/news/webqoof/woman-taking-money-envelope-bjp-cash-for-votes-viral-video-lok-sabha-elections-fact-check,India election 2024
Visuals of police catching fake voters who came in burqa to vote in the 2024 Lok Sabha elections.,en,1,FACTLY,https://factly.in/a-video-from-2022-is-falsely-shared-as-visuals-of-burqa-clad-fake-voters-caught-during-the-2024-elections/,India election 2024
